
1,6,300,3
2,6,300,8
3,6,600,6
4,6,300,7
5,6,300,10
7,11,900,10
8,11,300,9
9,11,600,5
10,11,900,7
13,15,300,9
14,15,300,5
16,23,300,2
17,23,600,2
18,23,900,10
19,23,600,10
20,23,600,5
21,23,300,3
22,23,900,10
24,28,600,3
25,28,900,9
26,28,600,7
27,28,900,1
29,50,300,8
30,50,300,1
31,50,900,9
32,50,300,10
33,50,600,8
34,50,600,4
35,50,600,8
36,50,900,4
37,50,600,3
38,50,300,4
39,50,900,10
40,50,600,1
41,50,300,2
42,50,300,6
43,50,600,5
44,50,300,9
45,50,600,3
46,50,900,9
47,50,600,7
48,50,600,4
49,50,300,2
51,52,300,8
53,61,900,2
54,61,300,10
55,61,900,1
56,61,300,7
57,61,900,8
58,61,900,5
59,61,600,4
60,61,900,5
62,65,300,10
63,65,900,4
64,65,300,4
66,67,900,6
68,71,600,8
69,71,300,4
70,71,600,10
72,74,600,8
73,74,900,9
75,78,300,3
76,78,900,3
77,78,600,4
79,80,300,7
82,83,300,1
84,86,600,2
85,86,600,2
87,89,900,3
88,89,900,1
90,91,300,9
93,97,600,3
94,97,300,1
95,97,600,6
96,97,900,2
98,103,900,8
99,103,300,2
100,103,300,10
101,103,300,8
102,103,600,3
104,108,900,5
105,108,900,7
106,108,300,3
107,108,900,4
109,117,300,6
110,117,600,7
111,117,300,2
112,117,600,3
113,117,300,2
114,117,300,3
115,117,900,7
116,117,900,9
118,124,300,4
119,124,900,9
120,124,300,7
121,124,300,7
122,124,900,6
123,124,900,10
125,129,900,1
126,129,900,4
127,129,300,6
128,129,900,7
130,138,600,5
131,138,300,6
132,138,300,10
133,138,300,8
134,138,300,7
135,138,900,7
136,138,600,10
137,138,300,5
139,142,300,8
140,142,600,8
141,142,600,4
143,144,300,9
145,146,600,9
147,150,900,2
148,150,300,10
149,150,300,8
151,158,900,7
152,158,600,3
153,158,600,4
154,158,900,3
155,158,600,3
156,158,300,8
157,158,600,4
161,163,300,8
162,163,600,2
164,181,900,6
165,181,300,3
166,181,600,2
167,181,900,7
168,181,300,9
169,181,300,5
170,181,600,4
171,181,300,9
172,181,300,10
173,181,900,6
174,181,600,9
175,181,600,9
176,181,900,7
177,181,900,10
178,181,600,2
179,181,600,7
180,181,900,10
182,186,600,5
183,186,600,4
184,186,300,8
185,186,600,8
187,198,600,8
188,198,600,8
189,198,600,4
190,198,900,4
191,198,600,4
192,198,600,6
193,198,600,1
194,198,600,10
195,198,300,1
196,198,300,5
197,198,300,1
199,202,300,4
200,202,300,7
201,202,300,9
203,205,900,4
204,205,300,5
206,217,600,2
207,217,900,4
208,217,300,6
209,217,900,9
210,217,300,9
211,217,300,5
212,217,600,6
213,217,600,6
214,217,300,6
215,217,300,3
216,217,600,6
219,226,300,6
220,226,300,8
221,226,300,8
222,226,900,1
223,226,900,2
224,226,300,8
225,226,900,6
227,252,300,2
228,252,600,8
229,252,300,5
230,252,300,6
231,252,600,10
232,252,600,4
233,252,600,1
234,252,600,8
235,252,600,5
236,252,300,9
237,252,900,4
238,252,300,3
239,252,900,4
240,252,300,10
241,252,600,5
242,252,600,2
243,252,900,1
244,252,300,4
245,252,900,5
246,252,600,7
247,252,600,7
248,252,600,9
249,252,600,1
250,252,300,6
251,252,900,1
253,261,900,3
254,261,600,1
255,261,300,9
256,261,900,3
257,261,600,7
258,261,900,2
259,261,900,10
260,261,300,10
262,263,600,7
265,270,600,5
266,270,900,8
267,270,900,6
268,270,600,7
269,270,600,6
271,276,300,6
272,276,600,1
273,276,600,10
274,276,900,4
275,276,300,4
277,281,600,1
278,281,600,7
279,281,600,2
280,281,900,4
284,285,900,4
286,287,300,1
288,291,300,4
289,291,600,8
290,291,900,8
293,294,600,2
295,297,600,9
296,297,300,5
298,299,600,10
0,11,3000,250
0,23,1000,122
0,81,1000,257
0,124,2000,488
0,129,2000,52
0,138,3000,173
0,142,1000,663
0,150,3000,221
0,186,3000,29
0,261,1000,524
0,270,1000,313
0,276,2000,975
0,282,3000,669
6,12,2000,214
6,89,3000,486
6,92,1000,729
6,142,3000,370
6,146,3000,528
6,158,2000,833
6,186,1000,166
6,226,3000,336
6,264,1000,440
6,276,3000,526
11,23,3000,908
11,50,3000,758
11,52,1000,705
11,71,3000,148
11,74,3000,25
11,81,1000,943
11,86,3000,286
11,91,2000,654
11,103,2000,589
11,117,2000,558
11,160,2000,43
11,226,3000,14
11,264,1000,624
11,276,3000,640
11,282,3000,975
11,285,3000,486
12,23,3000,794
12,28,2000,807
12,61,1000,861
12,86,2000,387
12,129,3000,739
12,138,1000,755
12,146,3000,448
12,181,2000,493
12,186,1000,990
12,198,1000,323
12,218,2000,698
12,226,2000,436
12,264,1000,484
12,276,2000,995
12,285,1000,150
12,287,1000,139
12,291,1000,814
12,294,1000,647
15,52,3000,444
15,61,1000,279
15,65,2000,267
15,74,1000,363
15,80,3000,7
15,91,3000,390
15,138,3000,92
15,146,2000,449
15,160,2000,473
15,163,1000,479
15,186,3000,610
15,217,3000,207
15,281,2000,212
15,283,2000,797
15,285,3000,269
23,28,2000,141
23,67,1000,935
23,117,2000,649
23,144,2000,460
23,158,3000,789
23,159,1000,723
23,160,3000,876
23,198,2000,778
23,205,3000,340
23,217,2000,340
23,281,1000,402
23,297,3000,184
23,299,2000,313
28,71,3000,843
28,81,1000,429
28,86,3000,210
28,103,2000,889
28,108,2000,424
28,117,3000,737
28,142,1000,167
28,150,1000,741
28,158,1000,521
28,159,2000,618
28,198,1000,195
28,218,1000,731
28,252,1000,411
28,261,2000,577
28,264,1000,583
28,281,1000,822
28,283,1000,695
28,287,3000,666
50,52,1000,772
50,61,2000,182
50,74,3000,7
50,78,1000,489
50,97,1000,910
50,142,3000,269
50,144,1000,451
50,150,2000,209
50,159,1000,239
50,160,1000,608
50,217,1000,626
50,261,3000,302
50,263,1000,84
50,285,2000,994
50,297,3000,480
52,61,3000,36
52,74,3000,107
52,83,1000,665
52,91,1000,771
52,97,1000,303
52,138,3000,458
52,158,1000,772
52,202,3000,120
52,218,3000,543
52,270,2000,784
52,282,1000,607
52,294,3000,2
61,65,2000,506
61,80,2000,165
61,91,3000,888
61,97,3000,276
61,158,3000,633
61,198,1000,791
61,226,3000,503
61,252,1000,779
61,263,1000,51
61,283,2000,92
61,287,2000,987
61,294,3000,93
65,71,3000,446
65,81,1000,186
65,97,1000,494
65,108,2000,935
65,138,1000,4
65,142,3000,246
65,158,3000,973
65,202,2000,950
65,205,3000,795
65,264,1000,947
65,291,2000,143
67,80,3000,722
67,91,1000,762
67,142,3000,365
67,144,1000,507
67,159,3000,170
67,186,3000,309
67,252,3000,158
67,299,2000,626
71,80,2000,247
71,83,1000,748
71,92,1000,792
71,108,1000,249
71,144,1000,644
71,146,3000,621
71,181,2000,665
71,202,1000,38
71,226,2000,203
71,252,1000,771
71,263,1000,555
71,270,2000,398
71,283,2000,591
71,299,3000,849
74,81,1000,426
74,89,1000,259
74,92,2000,559
74,117,2000,991
74,198,3000,623
74,217,3000,980
74,261,2000,674
74,281,2000,907
74,291,3000,999
74,292,2000,196
74,294,2000,818
78,81,3000,711
78,83,2000,641
78,97,1000,389
78,142,2000,588
78,144,2000,135
78,146,3000,304
78,218,1000,838
78,226,1000,365
78,263,2000,381
78,264,3000,320
78,270,1000,455
78,276,2000,758
78,291,1000,277
78,297,3000,1000
80,83,2000,769
80,89,3000,155
80,144,1000,317
80,150,2000,472
80,186,2000,515
80,198,1000,289
80,202,3000,795
80,218,1000,272
80,261,1000,302
80,263,2000,618
80,283,2000,421
80,287,3000,675
80,291,3000,963
80,292,3000,757
81,144,1000,161
81,146,3000,969
81,150,2000,995
81,158,2000,957
81,159,1000,65
81,163,2000,510
81,217,2000,380
81,226,2000,491
81,252,3000,652
81,261,3000,972
81,263,2000,967
81,264,1000,275
81,294,3000,291
81,297,2000,671
83,129,1000,572
83,138,2000,847
83,158,2000,156
83,163,2000,565
83,205,1000,227
83,218,3000,238
83,264,1000,268
83,281,3000,281
83,282,1000,788
86,91,3000,801
86,97,1000,567
86,159,2000,795
86,186,3000,490
86,198,2000,705
86,205,2000,426
86,217,1000,87
86,226,2000,207
86,292,1000,709
89,92,2000,997
89,124,1000,614
89,181,2000,632
89,198,1000,368
89,217,2000,560
89,218,2000,231
89,252,2000,512
89,282,2000,854
89,294,2000,723
89,297,3000,698
91,97,2000,126
91,117,2000,975
91,129,3000,872
91,159,1000,446
91,163,2000,841
91,186,3000,326
91,205,2000,124
91,218,2000,372
91,261,2000,749
91,270,3000,383
91,285,3000,930
91,299,1000,558
92,97,3000,65
92,103,2000,437
92,124,1000,619
92,150,1000,44
92,159,2000,842
92,205,3000,541
92,263,1000,44
92,270,1000,295
92,291,2000,331
92,292,1000,636
92,299,2000,605
97,117,1000,385
97,158,3000,536
97,160,2000,910
97,186,2000,620
97,198,3000,201
97,217,3000,123
97,263,2000,815
97,270,1000,501
97,283,1000,396
97,287,3000,286
97,291,1000,288
97,292,2000,159
97,299,3000,728
103,129,1000,157
103,142,1000,455
103,163,3000,27
103,218,2000,245
103,263,1000,962
103,264,1000,118
103,292,2000,513
108,117,3000,225
108,138,2000,812
108,158,2000,262
108,160,2000,41
108,198,3000,181
108,202,2000,694
108,218,2000,580
108,226,2000,499
108,252,1000,310
108,263,3000,554
108,264,1000,167
108,287,1000,932
108,291,2000,897
117,129,3000,540
117,181,3000,625
117,270,2000,362
117,282,3000,147
117,297,1000,278
124,138,1000,249
124,158,1000,597
124,163,1000,4
124,198,2000,991
124,205,3000,411
124,218,2000,494
124,226,3000,247
124,252,3000,495
124,263,1000,851
124,297,3000,194
124,299,3000,957
129,142,2000,999
129,144,1000,597
129,146,2000,443
129,160,3000,621
129,218,3000,413
129,287,3000,647
129,297,3000,256
138,146,2000,603
138,163,3000,241
138,205,1000,137
138,226,3000,529
138,264,1000,339
138,281,1000,642
138,287,1000,281
138,291,2000,125
142,150,3000,481
142,158,1000,600
142,202,2000,160
142,287,3000,562
142,291,3000,100
142,297,3000,961
144,163,1000,668
144,186,2000,61
144,217,3000,221
144,226,1000,854
144,264,3000,783
144,281,3000,761
144,292,2000,448
144,294,1000,384
146,163,2000,120
146,186,3000,765
146,217,1000,920
146,226,3000,937
146,263,3000,818
146,264,3000,202
150,186,3000,351
150,218,2000,207
150,281,1000,968
150,291,2000,293
158,160,1000,594
158,218,3000,349
158,276,3000,73
158,282,1000,251
158,285,3000,501
158,291,3000,97
158,294,1000,36
159,160,3000,543
159,163,2000,141
159,261,3000,628
159,263,3000,480
159,276,2000,72
159,281,2000,107
159,283,2000,642
159,294,2000,1
159,297,1000,360
160,163,3000,210
160,282,2000,3
163,186,3000,456
163,264,1000,737
163,270,2000,623
163,283,3000,505
163,285,2000,932
163,292,1000,833
163,297,2000,566
181,264,1000,11
181,276,2000,968
181,285,2000,189
181,287,3000,374
181,297,1000,548
186,198,3000,301
186,218,3000,347
186,252,3000,761
186,287,1000,23
186,294,1000,246
198,205,3000,305
198,218,2000,696
198,252,2000,705
198,263,3000,630
198,294,3000,184
202,226,3000,782
202,252,3000,78
202,261,1000,783
205,263,3000,98
205,276,3000,562
205,287,2000,993
205,292,3000,744
205,299,1000,614
217,276,2000,204
217,297,2000,516
217,299,1000,802
218,226,3000,231
218,263,3000,124
218,282,1000,402
218,297,3000,747
226,276,2000,336
